Entity,Code,Day,people_vaccinated
Afghanistan,AFG,2021-02-22,0
Afghanistan,AFG,2021-02-28,8200
Afghanistan,AFG,2021-03-16,54000
Afghanistan,AFG,2021-04-07,120000
Afghanistan,AFG,2021-04-22,240000
Africa,,2021-01-09,0
Africa,,2021-01-13,2000
Africa,,2021-01-15,4000
Africa,,2021-01-16,7000
Africa,,2021-01-19,10976
Africa,,2021-01-20,13163
Africa,,2021-01-22,16890
Africa,,2021-01-23,18353
Africa,,2021-01-24,18353
Africa,,2021-01-25,19889
Africa,,2021-01-26,22712
Africa,,2021-01-27,25587
Africa,,2021-01-28,28779
Africa,,2021-01-29,30861
Africa,,2021-01-30,32176
Africa,,2021-01-31,32176
Africa,,2021-02-01,36601
Africa,,2021-02-02,37806
Africa,,2021-02-03,38716
Africa,,2021-02-04,38716
Africa,,2021-02-05,38716
Africa,,2021-02-06,39218
Africa,,2021-02-08,39343
Africa,,2021-02-09,39352
Africa,,2021-02-10,39355
Africa,,2021-02-11,39581
Africa,,2021-02-12,39581
Africa,,2021-02-13,43428
Africa,,2021-02-15,43437
Africa,,2021-02-16,43444
Africa,,2021-02-17,47104
Africa,,2021-02-18,50146
Africa,,2021-02-19,2412533
Africa,,2021-02-20,2506856
Africa,,2021-02-21,2512346
Africa,,2021-02-22,2625632
Africa,,2021-02-23,2724750
Africa,,2021-02-24,3017856
Africa,,2021-02-25,3292724
Africa,,2021-02-26,3482568
Africa,,2021-02-27,3605812
Africa,,2021-02-28,3613539
Africa,,2021-03-01,3759638
Africa,,2021-03-02,3859686
Africa,,2021-03-03,3963877
Africa,,2021-03-04,4057507
Africa,,2021-03-05,4208668
Africa,,2021-03-06,4334635
Africa,,2021-03-07,4375336
Africa,,2021-03-08,4649256
Africa,,2021-03-09,4723917
Africa,,2021-03-10,4926631
Africa,,2021-03-11,4997092
Africa,,2021-03-12,5054231
Africa,,2021-03-13,5211100
Africa,,2021-03-14,5227623
Africa,,2021-03-15,5324518
Africa,,2021-03-16,5365673
Africa,,2021-03-17,5412287
Africa,,2021-03-18,5599476
Africa,,2021-03-19,5671305
Africa,,2021-03-20,5692632
Africa,,2021-03-21,5714180
Africa,,2021-03-22,5742779
Africa,,2021-03-23,5816994
Africa,,2021-03-24,6497947
Africa,,2021-03-25,6557623
Africa,,2021-03-26,6663052
Africa,,2021-03-27,6886943
Africa,,2021-03-28,7143129
Africa,,2021-03-29,7229895
Africa,,2021-03-30,7311247
Africa,,2021-03-31,7668733
Africa,,2021-04-01,7825046
Africa,,2021-04-02,7902029
Africa,,2021-04-03,7985573
Africa,,2021-04-04,8055695
Africa,,2021-04-05,8150843
Africa,,2021-04-06,8446072
Africa,,2021-04-07,8768079
Africa,,2021-04-08,9034710
Africa,,2021-04-09,9161918
Africa,,2021-04-10,9283277
Africa,,2021-04-11,9418360
Africa,,2021-04-12,9529277
Africa,,2021-04-13,9618712
Africa,,2021-04-14,9966612
Africa,,2021-04-15,10054492
Africa,,2021-04-16,10269452
Africa,,2021-04-17,10560814
Africa,,2021-04-18,11106211
Africa,,2021-04-19,11303749
Africa,,2021-04-20,11454772
Africa,,2021-04-21,11651166
Africa,,2021-04-22,11737351
Africa,,2021-04-23,11902750
Africa,,2021-04-24,11948595
Africa,,2021-04-25,12014621
Africa,,2021-04-26,12098726
Africa,,2021-04-27,12240568
Africa,,2021-04-28,12616234
Africa,,2021-04-29,12680690
Africa,,2021-04-30,12812206
Africa,,2021-05-01,12892839
Africa,,2021-05-02,12928917
Africa,,2021-05-03,13045147
Africa,,2021-05-04,13258626
Africa,,2021-05-05,13449916
Africa,,2021-05-06,13565437
Africa,,2021-05-07,14067139
Africa,,2021-05-08,14213820
Africa,,2021-05-09,14675786
Africa,,2021-05-10,14995137
Africa,,2021-05-11,15231710
Albania,ALB,2021-01-10,0
Albania,ALB,2021-01-12,128
Albania,ALB,2021-01-13,188
Albania,ALB,2021-01-14,266
Albania,ALB,2021-01-15,308
Albania,ALB,2021-01-16,369
Albania,ALB,2021-01-17,405
Albania,ALB,2021-01-18,447
Albania,ALB,2021-01-19,483
Albania,ALB,2021-01-20,519
Albania,ALB,2021-01-21,549
Albania,ALB,2021-02-02,549
Albania,ALB,2021-02-09,689
Albania,ALB,2021-02-17,1090
Albania,ALB,2021-02-18,2438
Albania,ALB,2021-02-22,6073
Andorra,AND,2021-01-25,576
Andorra,AND,2021-02-01,1036
Andorra,AND,2021-02-10,1291
Andorra,AND,2021-02-12,1622
Andorra,AND,2021-02-19,2141
Andorra,AND,2021-02-24,2390
Andorra,AND,2021-03-08,2439
Andorra,AND,2021-03-10,3650
Andorra,AND,2021-03-15,7098
Andorra,AND,2021-04-05,9781
Andorra,AND,2021-04-19,21733
Andorra,AND,2021-04-26,23822
Andorra,AND,2021-05-03,24182
Angola,AGO,2021-03-01,0
Angola,AGO,2021-03-08,6169
Angola,AGO,2021-03-18,49000
Angola,AGO,2021-03-24,87022
Angola,AGO,2021-03-29,130750
Angola,AGO,2021-04-06,181578
Angola,AGO,2021-04-11,245442
Angola,AGO,2021-04-19,395447
Angola,AGO,2021-04-23,456349
Anguilla,AIA,2021-02-04,0
Anguilla,AIA,2021-02-13,1341
Anguilla,AIA,2021-02-14,2762
Anguilla,AIA,2021-02-26,3929
Anguilla,AIA,2021-03-09,4700
Anguilla,AIA,2021-03-13,5000
Anguilla,AIA,2021-03-19,5348
Anguilla,AIA,2021-04-12,5835
Anguilla,AIA,2021-04-22,6115
Antigua and Barbuda,ATG,2021-02-16,0
Antigua and Barbuda,ATG,2021-03-15,24164
Antigua and Barbuda,ATG,2021-03-19,25677
Antigua and Barbuda,ATG,2021-03-25,26424
Antigua and Barbuda,ATG,2021-03-31,26836
Antigua and Barbuda,ATG,2021-04-03,27032
Antigua and Barbuda,ATG,2021-04-14,27592
Antigua and Barbuda,ATG,2021-04-16,28414
Antigua and Barbuda,ATG,2021-04-17,28639
Antigua and Barbuda,ATG,2021-04-22,29754
Antigua and Barbuda,ATG,2021-05-07,31085
Argentina,ARG,2021-01-20,243539
Argentina,ARG,2021-01-21,249372
Argentina,ARG,2021-01-22,254456
Argentina,ARG,2021-01-23,258876
Argentina,ARG,2021-01-24,260036
Argentina,ARG,2021-01-25,260122
Argentina,ARG,2021-01-26,266969
Argentina,ARG,2021-01-27,272323
Argentina,ARG,2021-01-28,276548
Argentina,ARG,2021-01-29,278451
Argentina,ARG,2021-01-30,281023
Argentina,ARG,2021-02-01,281577
Argentina,ARG,2021-02-03,284196
Argentina,ARG,2021-02-04,297717
Argentina,ARG,2021-02-06,307501
Argentina,ARG,2021-02-07,319316
Argentina,ARG,2021-02-08,322318
Argentina,ARG,2021-02-09,322975
Argentina,ARG,2021-02-10,337772
Argentina,ARG,2021-02-11,362649
Argentina,ARG,2021-02-12,368023
Argentina,ARG,2021-02-13,371629
Argentina,ARG,2021-02-14,372122
Argentina,ARG,2021-02-15,372181
Argentina,ARG,2021-02-16,373253
Argentina,ARG,2021-02-17,374002
Argentina,ARG,2021-02-18,392399
Argentina,ARG,2021-02-19,414958
Argentina,ARG,2021-02-20,445614
Argentina,ARG,2021-02-21,456929
Argentina,ARG,2021-02-22,458822
Argentina,ARG,2021-02-23,481689
Argentina,ARG,2021-02-24,513394
Argentina,ARG,2021-02-25,558831
Argentina,ARG,2021-02-26,620635
Argentina,ARG,2021-02-27,694470
Argentina,ARG,2021-02-28,731571
Argentina,ARG,2021-03-01,755212
Argentina,ARG,2021-03-02,823446
Argentina,ARG,2021-03-03,874916
Argentina,ARG,2021-03-04,941695
Argentina,ARG,2021-03-05,1030504
Argentina,ARG,2021-03-07,1182874
Argentina,ARG,2021-03-08,1202998
Argentina,ARG,2021-03-09,1301787
Argentina,ARG,2021-03-10,1424984
Argentina,ARG,2021-03-11,1564555
Argentina,ARG,2021-03-12,1719543
Argentina,ARG,2021-03-13,1876113
Argentina,ARG,2021-03-14,1932696
Argentina,ARG,2021-03-15,1952883
Argentina,ARG,2021-03-16,2064529
Argentina,ARG,2021-03-17,2170116
Argentina,ARG,2021-03-18,2289249
Argentina,ARG,2021-03-19,2382859
Argentina,ARG,2021-03-20,2472426
Argentina,ARG,2021-03-21,2514480
Argentina,ARG,2021-03-22,2535054
Argentina,ARG,2021-03-23,2618750
Argentina,ARG,2021-03-24,2694454
Argentina,ARG,2021-03-25,2730260
Argentina,ARG,2021-03-26,2824344
Argentina,ARG,2021-03-27,2908932
Argentina,ARG,2021-03-28,2959843
Argentina,ARG,2021-03-29,2980182
Argentina,ARG,2021-03-30,3073630
Argentina,ARG,2021-03-31,3214538
Argentina,ARG,2021-04-01,3342427
Argentina,ARG,2021-04-02,3440284
Argentina,ARG,2021-04-03,3495125
Argentina,ARG,2021-04-04,3550166
Argentina,ARG,2021-04-05,3576423
Argentina,ARG,2021-04-06,3712009
Argentina,ARG,2021-04-07,3870734
Argentina,ARG,2021-04-08,4064154
Argentina,ARG,2021-04-09,4244964
Argentina,ARG,2021-04-10,4478948
Argentina,ARG,2021-04-11,4586426
Argentina,ARG,2021-04-12,4661085
Argentina,ARG,2021-04-13,4836246
Argentina,ARG,2021-04-14,4996672
Argentina,ARG,2021-04-15,5163344
Argentina,ARG,2021-04-16,5305604
Argentina,ARG,2021-04-17,5431994
Argentina,ARG,2021-04-18,5489318
Argentina,ARG,2021-04-19,5534225
Argentina,ARG,2021-04-20,5620411
Argentina,ARG,2021-04-21,5722607
Argentina,ARG,2021-04-22,5851232
Argentina,ARG,2021-04-23,5955371
Argentina,ARG,2021-04-24,6149835
Argentina,ARG,2021-04-25,6263849
Argentina,ARG,2021-04-26,6341959
Argentina,ARG,2021-04-27,6507572
Argentina,ARG,2021-04-28,6672739
Argentina,ARG,2021-04-29,6806565
Argentina,ARG,2021-04-30,6926650
Argentina,ARG,2021-05-01,7002992
Argentina,ARG,2021-05-02,7025492
Argentina,ARG,2021-05-03,7051772
Argentina,ARG,2021-05-04,7149293
Argentina,ARG,2021-05-05,7261176
Argentina,ARG,2021-05-06,7399515
Argentina,ARG,2021-05-07,7555386
Argentina,ARG,2021-05-08,7660652
Argentina,ARG,2021-05-09,7688877
Argentina,ARG,2021-05-10,7718272
Argentina,ARG,2021-05-11,7790786
Armenia,ARM,2021-03-31,565
Aruba,ABW,2021-03-29,15600
Aruba,ABW,2021-04-10,29197
Aruba,ABW,2021-04-12,31139
Aruba,ABW,2021-04-13,33563
Aruba,ABW,2021-04-14,36058
Aruba,ABW,2021-04-15,37981
Aruba,ABW,2021-04-16,39961
Aruba,ABW,2021-04-17,41770
Aruba,ABW,2021-04-18,41837
Aruba,ABW,2021-04-19,43266
Aruba,ABW,2021-04-20,43945
Aruba,ABW,2021-04-21,44421
Aruba,ABW,2021-04-22,45097
Aruba,ABW,2021-04-23,48061
Aruba,ABW,2021-04-24,49351
Aruba,ABW,2021-04-25,53161
Aruba,ABW,2021-04-26,53244
Aruba,ABW,2021-04-28,53813
Aruba,ABW,2021-04-29,54095
Aruba,ABW,2021-04-30,54306
Aruba,ABW,2021-05-03,54614
Aruba,ABW,2021-05-04,55152
Aruba,ABW,2021-05-05,55359
Aruba,ABW,2021-05-06,55371
Aruba,ABW,2021-05-07,55625
Aruba,ABW,2021-05-08,55744
Aruba,ABW,2021-05-10,56009
Aruba,ABW,2021-05-11,56288
Asia,,2020-12-15,0
Asia,,2020-12-19,61
Asia,,2020-12-20,7417
Asia,,2020-12-21,32300
Asia,,2020-12-22,76917
Asia,,2020-12-23,178720
Asia,,2020-12-24,263148
Asia,,2020-12-25,302065
Asia,,2020-12-26,335649
Asia,,2020-12-27,442075
Asia,,2020-12-28,579992
Asia,,2020-12-29,738600
Asia,,2020-12-30,894265
Asia,,2020-12-31,1055212
Asia,,2021-01-01,1127148
Asia,,2021-01-02,1200227
Asia,,2021-01-03,1351805
Asia,,2021-01-04,1506454
Asia,,2021-01-05,1635599
Asia,,2021-01-06,1744494
Asia,,2021-01-07,1864975
Asia,,2021-01-08,1937383
Asia,,2021-01-09,1987746
Asia,,2021-01-10,2867838
Asia,,2021-01-11,2897981
Asia,,2021-01-12,2932195
Asia,,2021-01-13,2989788
Asia,,2021-01-14,3055742
Asia,,2021-01-15,3099604
Asia,,2021-01-16,3335057
Asia,,2021-01-17,3440822
Asia,,2021-01-18,3741355
Asia,,2021-01-19,4035479
Asia,,2021-01-20,4244187
Asia,,2021-01-21,4550814
Asia,,2021-01-22,5121386
Asia,,2021-01-23,5382839
Asia,,2021-01-24,5502313
Asia,,2021-01-25,6004062
Asia,,2021-01-26,6193760
Asia,,2021-01-27,6718860
Asia,,2021-01-28,7432901
Asia,,2021-01-29,8083746
Asia,,2021-01-30,8472630
Asia,,2021-01-31,8645756
Asia,,2021-02-01,9116650
Asia,,2021-02-02,9477254
Asia,,2021-02-03,9920578
Asia,,2021-02-04,10612577
Asia,,2021-02-05,11537933
Asia,,2021-02-06,12024564
Asia,,2021-02-07,12166746
Asia,,2021-02-08,12723116
Asia,,2021-02-09,13347376
Asia,,2021-02-10,14224700
Asia,,2021-02-11,14868795
Asia,,2021-02-12,18450718
Asia,,2021-02-13,19205763
Asia,,2021-02-14,19557736
Asia,,2021-02-15,20688197
Asia,,2021-02-16,21633604
Asia,,2021-02-17,22808400
Asia,,2021-02-18,24280065
Asia,,2021-02-19,25030889
Asia,,2021-02-20,26039287
Asia,,2021-02-21,26359938
Asia,,2021-02-22,27117093
Asia,,2021-02-23,30738069
Asia,,2021-02-24,31667120
Asia,,2021-02-25,32571495
Asia,,2021-02-26,33278624
Asia,,2021-02-27,33866740
Asia,,2021-02-28,34229317
Asia,,2021-03-01,35243448
Asia,,2021-03-02,36788775
Asia,,2021-03-03,38320695
Asia,,2021-03-04,39991552
Asia,,2021-03-05,41595527
Asia,,2021-03-06,42942090
Asia,,2021-03-07,43697315
Asia,,2021-03-08,45845215
Asia,,2021-03-09,47697538
Asia,,2021-03-10,49849163
Asia,,2021-03-11,50850902
Asia,,2021-03-12,52803838
Asia,,2021-03-13,54496222
Asia,,2021-03-14,55237708
Asia,,2021-03-15,58558674
Asia,,2021-03-16,61116883
Asia,,2021-03-17,63452008
Asia,,2021-03-18,65766600
Asia,,2021-03-19,69972574
Asia,,2021-03-20,72918472
Asia,,2021-03-21,73489991
Asia,,2021-03-22,77458236
Asia,,2021-03-23,80603916
Asia,,2021-03-24,83168463
Asia,,2021-03-25,85942419
Asia,,2021-03-26,88987682
Asia,,2021-03-27,91366659
Asia,,2021-03-28,91973120
Asia,,2021-03-29,93261348
Asia,,2021-03-30,95744000
Asia,,2021-03-31,99803434
Asia,,2021-04-01,104033718
Asia,,2021-04-02,108325981
Asia,,2021-04-03,111481313
Asia,,2021-04-04,114957764
Asia,,2021-04-05,119269164
Asia,,2021-04-06,124209530
Asia,,2021-04-07,127955804
Asia,,2021-04-08,132866913
Asia,,2021-04-09,136698175
Asia,,2021-04-10,140914679
Asia,,2021-04-11,144070479
Asia,,2021-04-12,148432709
Asia,,2021-04-13,151554333
Asia,,2021-04-14,155412281
Asia,,2021-04-15,158416391
Asia,,2021-04-16,161084141
Asia,,2021-04-17,163532529
Asia,,2021-04-18,165625746
Asia,,2021-04-19,168667819
Asia,,2021-04-20,171277824
Asia,,2021-04-21,174197163
Asia,,2021-04-22,177152961
Asia,,2021-04-23,177970278
Asia,,2021-04-24,178559011
Asia,,2021-04-25,183403750
Asia,,2021-04-26,186299040
Asia,,2021-04-27,188719222
Asia,,2021-04-28,192146772
Asia,,2021-04-29,195446374
Asia,,2021-04-30,197671935
Asia,,2021-05-01,198875263
Asia,,2021-05-02,199566587
Asia,,2021-05-03,201009681
Asia,,2021-05-04,203236224
Asia,,2021-05-05,205386114
Asia,,2021-05-06,207912639
Asia,,2021-05-07,210124712
Asia,,2021-05-08,211565603
Asia,,2021-05-09,212677687
Asia,,2021-05-10,215520681
Asia,,2021-05-11,218992504
Australia,AUS,2021-02-15,0
Australia,AUS,2021-02-16,0
Australia,AUS,2021-02-17,0
Australia,AUS,2021-02-18,0
Australia,AUS,2021-02-19,0
Australia,AUS,2021-02-20,0
Australia,AUS,2021-02-21,0
Australia,AUS,2021-02-22,20
Australia,AUS,2021-02-23,2879
Australia,AUS,2021-02-24,6908
Australia,AUS,2021-02-25,17500
Australia,AUS,2021-02-26,25000
Australia,AUS,2021-02-27,30000
Australia,AUS,2021-02-28,31894
Australia,AUS,2021-03-01,33702
Australia,AUS,2021-03-02,41907
Australia,AUS,2021-03-03,50840
Australia,AUS,2021-03-04,61008
Australia,AUS,2021-03-05,71867
Australia,AUS,2021-03-06,76940
Australia,AUS,2021-03-07,81345
Australia,AUS,2021-03-08,86369
Australia,AUS,2021-03-09,94908
Australia,AUS,2021-03-10,106200
Australia,AUS,2021-03-11,125000
Australia,AUS,2021-03-12,135103
Australia,AUS,2021-03-13,159294
Austria,AUT,2020-12-27,732
Austria,AUT,2020-12-28,2033
Austria,AUT,2020-12-29,3653
Austria,AUT,2020-12-30,5006
Austria,AUT,2020-12-31,5014
Austria,AUT,2021-01-01,5018
Austria,AUT,2021-01-02,5026
Austria,AUT,2021-01-03,5028
Austria,AUT,2021-01-04,5147
Austria,AUT,2021-01-05,6939
Austria,AUT,2021-01-06,7778
Austria,AUT,2021-01-07,10968
Austria,AUT,2021-01-08,23956
Austria,AUT,2021-01-09,28365
Austria,AUT,2021-01-10,30589
Austria,AUT,2021-01-11,36253
Austria,AUT,2021-01-12,51051
Austria,AUT,2021-01-13,66519
Austria,AUT,2021-01-14,83295
Austria,AUT,2021-01-15,101653
Austria,AUT,2021-01-16,108415
Austria,AUT,2021-01-17,113742
Austria,AUT,2021-01-18,124278
Austria,AUT,2021-01-19,148803
Austria,AUT,2021-01-20,171026
Austria,AUT,2021-01-21,190624
Austria,AUT,2021-01-22,201733
Austria,AUT,2021-01-23,204869
Austria,AUT,2021-01-24,206117
Austria,AUT,2021-01-25,207501
Austria,AUT,2021-01-26,215285
Austria,AUT,2021-01-27,222812
Austria,AUT,2021-01-28,230075
Austria,AUT,2021-01-29,235440
Austria,AUT,2021-01-30,236777
Austria,AUT,2021-01-31,237136
Austria,AUT,2021-02-01,238720
Austria,AUT,2021-02-02,241849
Austria,AUT,2021-02-03,245071
Austria,AUT,2021-02-04,248134
Austria,AUT,2021-02-05,252275
Austria,AUT,2021-02-06,255041
Austria,AUT,2021-02-07,255668
Austria,AUT,2021-02-08,257727
Austria,AUT,2021-02-09,260578
Austria,AUT,2021-02-10,264177
Austria,AUT,2021-02-11,269522
Austria,AUT,2021-02-12,278000
Austria,AUT,2021-02-13,283344
Austria,AUT,2021-02-14,283804
Austria,AUT,2021-02-15,287729
Austria,AUT,2021-02-16,294766
Austria,AUT,2021-02-17,304716
Austria,AUT,2021-02-18,316477
Austria,AUT,2021-02-19,329444
Austria,AUT,2021-02-20,340704
Austria,AUT,2021-02-21,346314
Austria,AUT,2021-02-22,351406
Austria,AUT,2021-02-23,361844
Austria,AUT,2021-02-24,378203
Austria,AUT,2021-02-25,394525
Austria,AUT,2021-02-26,418483
Austria,AUT,2021-02-27,441295
Austria,AUT,2021-02-28,451013
Austria,AUT,2021-03-01,458852
Austria,AUT,2021-03-02,481871
Austria,AUT,2021-03-03,507350
Austria,AUT,2021-03-04,531805
Austria,AUT,2021-03-05,565558
Austria,AUT,2021-03-06,591042
Austria,AUT,2021-03-07,602248
Austria,AUT,2021-03-08,612386
Austria,AUT,2021-03-09,637165
Austria,AUT,2021-03-10,661473
Austria,AUT,2021-03-11,700678
Austria,AUT,2021-03-12,753366
Austria,AUT,2021-03-13,799730
Austria,AUT,2021-03-14,825186
Austria,AUT,2021-03-15,843842
Austria,AUT,2021-03-16,865904
Austria,AUT,2021-03-17,892012
Austria,AUT,2021-03-18,918647
Austria,AUT,2021-03-19,963775
Austria,AUT,2021-03-20,1001295
Austria,AUT,2021-03-21,1012912
Austria,AUT,2021-03-22,1026195
Austria,AUT,2021-03-23,1045154
Austria,AUT,2021-03-24,1066640
Austria,AUT,2021-03-25,1095978
Austria,AUT,2021-03-26,1127981
Austria,AUT,2021-03-27,1154644
Austria,AUT,2021-03-28,1164486
Austria,AUT,2021-03-29,1185447
Austria,AUT,2021-03-30,1214811
Austria,AUT,2021-03-31,1236897
Austria,AUT,2021-04-01,1259583
Austria,AUT,2021-04-02,1284200
Austria,AUT,2021-04-03,1296901
Austria,AUT,2021-04-04,1305129
Austria,AUT,2021-04-05,1312877
Austria,AUT,2021-04-06,1339011
Austria,AUT,2021-04-07,1378301
Austria,AUT,2021-04-08,1424776
Austria,AUT,2021-04-09,1469739
Austria,AUT,2021-04-10,1506091
Austria,AUT,2021-04-11,1516348
Austria,AUT,2021-04-12,1544010
Austria,AUT,2021-04-13,1577156
Austria,AUT,2021-04-14,1630347
Austria,AUT,2021-04-15,1684819
Austria,AUT,2021-04-16,1736163
Austria,AUT,2021-04-17,1771687
Austria,AUT,2021-04-18,1786444
Austria,AUT,2021-04-19,1812068
Austria,AUT,2021-04-20,1844358
Austria,AUT,2021-04-21,1896017
Austria,AUT,2021-04-22,1955549
Austria,AUT,2021-04-23,2011727
Austria,AUT,2021-04-24,2045780
Austria,AUT,2021-04-25,2071570
Austria,AUT,2021-04-26,2098574
Austria,AUT,2021-04-27,2134969
Austria,AUT,2021-04-28,2177868
Austria,AUT,2021-04-29,2238124
Austria,AUT,2021-04-30,2303770
Austria,AUT,2021-05-01,2337495
Austria,AUT,2021-05-02,2352708
Austria,AUT,2021-05-03,2370082
Austria,AUT,2021-05-04,2410474
Austria,AUT,2021-05-05,2469575
Austria,AUT,2021-05-06,2544810
Austria,AUT,2021-05-07,2627426
Austria,AUT,2021-05-08,2660203
Austria,AUT,2021-05-09,2672621
Austria,AUT,2021-05-10,2703508
Austria,AUT,2021-05-11,2749793
Azerbaijan,AZE,2021-01-17,0
Azerbaijan,AZE,2021-02-06,65000
Azerbaijan,AZE,2021-03-01,293360
Azerbaijan,AZE,2021-03-03,337315
Azerbaijan,AZE,2021-03-09,411496
Azerbaijan,AZE,2021-03-10,428635
Azerbaijan,AZE,2021-03-11,436849
Azerbaijan,AZE,2021-03-12,443888
Azerbaijan,AZE,2021-03-13,450316
Azerbaijan,AZE,2021-03-14,453586
Azerbaijan,AZE,2021-03-20,482664
Azerbaijan,AZE,2021-03-26,510420
Azerbaijan,AZE,2021-04-01,558485
Azerbaijan,AZE,2021-04-02,569994
Azerbaijan,AZE,2021-04-03,582463
Azerbaijan,AZE,2021-04-04,590914
Azerbaijan,AZE,2021-04-05,591012
Azerbaijan,AZE,2021-04-06,611471
Azerbaijan,AZE,2021-04-07,639463
Azerbaijan,AZE,2021-04-08,672503
Azerbaijan,AZE,2021-04-09,706433
Azerbaijan,AZE,2021-04-10,739319
Azerbaijan,AZE,2021-04-11,758275
Azerbaijan,AZE,2021-04-12,758289
Azerbaijan,AZE,2021-04-13,787066
Azerbaijan,AZE,2021-04-14,813413
Azerbaijan,AZE,2021-04-15,837304
Azerbaijan,AZE,2021-04-16,859338
Azerbaijan,AZE,2021-04-17,879356
Azerbaijan,AZE,2021-04-18,889216
Azerbaijan,AZE,2021-04-19,889232
Azerbaijan,AZE,2021-04-20,899213
Azerbaijan,AZE,2021-04-21,908672
Azerbaijan,AZE,2021-04-22,917877
Azerbaijan,AZE,2021-04-23,926076
Azerbaijan,AZE,2021-04-24,934906
Azerbaijan,AZE,2021-04-25,939098
Azerbaijan,AZE,2021-04-26,939460
Azerbaijan,AZE,2021-04-27,946834
Azerbaijan,AZE,2021-04-28,953545
Azerbaijan,AZE,2021-04-29,959804
Azerbaijan,AZE,2021-04-30,966132
Azerbaijan,AZE,2021-05-01,971523
Azerbaijan,AZE,2021-05-02,975208
Azerbaijan,AZE,2021-05-04,980005
Azerbaijan,AZE,2021-05-05,987962
Azerbaijan,AZE,2021-05-06,992252
Azerbaijan,AZE,2021-05-07,996400
Azerbaijan,AZE,2021-05-08,1001968
Azerbaijan,AZE,2021-05-09,1005678
Azerbaijan,AZE,2021-05-10,1005704
Azerbaijan,AZE,2021-05-11,1009487
Bahamas,BHS,2021-03-13,0
Bahamas,BHS,2021-03-14,100
Bahamas,BHS,2021-03-21,1500
Bahamas,BHS,2021-03-28,7000
Bahamas,BHS,2021-04-07,10000
Bahamas,BHS,2021-04-11,15000
Bahamas,BHS,2021-04-20,21907
Bahamas,BHS,2021-04-27,25692
Bahamas,BHS,2021-05-09,36000
Bahrain,BHR,2020-12-23,38965
Bahrain,BHR,2020-12-24,50071
Bahrain,BHR,2020-12-25,50543
Bahrain,BHR,2020-12-26,51556
Bahrain,BHR,2020-12-27,53614
Bahrain,BHR,2020-12-28,55014
Bahrain,BHR,2020-12-29,56041
Bahrain,BHR,2020-12-30,57317
Bahrain,BHR,2020-12-31,58643
Bahrain,BHR,2021-01-01,59351
Bahrain,BHR,2021-01-02,60097
Bahrain,BHR,2021-01-03,60689
Bahrain,BHR,2021-01-04,61612
Bahrain,BHR,2021-01-05,63893
Bahrain,BHR,2021-01-06,68472
Bahrain,BHR,2021-01-07,72239
Bahrain,BHR,2021-01-08,78291
Bahrain,BHR,2021-01-09,84157
Bahrain,BHR,2021-01-10,89250
Bahrain,BHR,2021-01-11,92598
Bahrain,BHR,2021-01-12,97776
Bahrain,BHR,2021-01-13,101363
Bahrain,BHR,2021-01-14,109566
Bahrain,BHR,2021-01-15,122819
Bahrain,BHR,2021-01-16,137159
Bahrain,BHR,2021-01-17,141563
Bahrain,BHR,2021-01-18,142831
Bahrain,BHR,2021-01-19,143596
Bahrain,BHR,2021-01-20,144130
Bahrain,BHR,2021-01-26,165953
Bahrain,BHR,2021-01-27,167731
Bahrain,BHR,2021-01-28,169440
Bahrain,BHR,2021-01-29,169810
Bahrain,BHR,2021-01-30,170433
Bahrain,BHR,2021-01-31,171568
Bahrain,BHR,2021-02-01,172912
Bahrain,BHR,2021-02-02,174075
Bahrain,BHR,2021-02-03,175094
Bahrain,BHR,2021-02-04,177233
Bahrain,BHR,2021-02-05,179550
Bahrain,BHR,2021-02-06,182543
Bahrain,BHR,2021-02-07,191406
Bahrain,BHR,2021-02-08,201116
Bahrain,BHR,2021-02-09,212940
Bahrain,BHR,2021-02-10,219595
Bahrain,BHR,2021-02-11,224919
Bahrain,BHR,2021-02-12,232540
Bahrain,BHR,2021-02-13,242260
Bahrain,BHR,2021-02-14,248775
Bahrain,BHR,2021-02-15,250946
Bahrain,BHR,2021-02-16,252990
Bahrain,BHR,2021-02-17,257580
Bahrain,BHR,2021-02-18,263422
Bahrain,BHR,2021-02-19,268273
Bahrain,BHR,2021-02-20,271749
Bahrain,BHR,2021-02-21,274960
Bahrain,BHR,2021-02-22,278222
Bahrain,BHR,2021-02-23,281425
Bahrain,BHR,2021-02-24,284948
Bahrain,BHR,2021-02-25,290103
Bahrain,BHR,2021-02-26,292917
Bahrain,BHR,2021-02-27,295296
Bahrain,BHR,2021-02-28,298171
Bahrain,BHR,2021-03-01,301103
Bahrain,BHR,2021-03-02,302671
Bahrain,BHR,2021-03-03,303962
Bahrain,BHR,2021-03-04,305619
Bahrain,BHR,2021-03-05,307142
Bahrain,BHR,2021-03-06,307145
Bahrain,BHR,2021-03-07,308465
Bahrain,BHR,2021-03-08,309741
Bahrain,BHR,2021-03-09,310644
Bahrain,BHR,2021-03-10,311829
Bahrain,BHR,2021-03-11,312104
Bahrain,BHR,2021-03-12,312119
Bahrain,BHR,2021-03-13,322508
Bahrain,BHR,2021-03-14,337016
Bahrain,BHR,2021-03-15,349970
Bahrain,BHR,2021-03-16,361241
Bahrain,BHR,2021-03-17,374873
Bahrain,BHR,2021-03-18,386426
Bahrain,BHR,2021-03-19,396356
Bahrain,BHR,2021-03-20,407322
Bahrain,BHR,2021-03-21,417364
