Entity,Code,Day,people_fully_vaccinated
Africa,,2021-02-03,5
Africa,,2021-02-04,5
Africa,,2021-02-05,5
Africa,,2021-02-06,1586
Africa,,2021-02-08,3980
Africa,,2021-02-09,6700
Africa,,2021-02-10,10335
Africa,,2021-02-11,13867
Africa,,2021-02-12,13867
Africa,,2021-02-13,14181
Africa,,2021-02-15,16441
Africa,,2021-02-16,18176
Africa,,2021-02-17,19512
Africa,,2021-02-18,22925
Africa,,2021-02-19,32990
Africa,,2021-02-20,45489
Africa,,2021-02-21,50463
Africa,,2021-02-22,68325
Africa,,2021-02-23,86927
Africa,,2021-02-24,102499
Africa,,2021-02-25,119792
Africa,,2021-02-26,183604
Africa,,2021-02-27,252758
Africa,,2021-02-28,255982
Africa,,2021-03-01,330257
Africa,,2021-03-02,394124
Africa,,2021-03-03,468861
Africa,,2021-03-04,529681
Africa,,2021-03-05,624742
Africa,,2021-03-06,705135
Africa,,2021-03-07,705135
Africa,,2021-03-08,779759
Africa,,2021-03-09,850734
Africa,,2021-03-10,1010055
Africa,,2021-03-11,1137129
Africa,,2021-03-12,1397210
Africa,,2021-03-13,1644318
Africa,,2021-03-14,1644318
Africa,,2021-03-15,1942667
Africa,,2021-03-16,2146524
Africa,,2021-03-17,2312736
Africa,,2021-03-18,2321849
Africa,,2021-03-19,2563824
Africa,,2021-03-20,2634856
Africa,,2021-03-21,2634856
Africa,,2021-03-22,2728498
Africa,,2021-03-23,2820695
Africa,,2021-03-24,3089404
Africa,,2021-03-25,3329639
Africa,,2021-03-26,3503611
Africa,,2021-03-27,3606160
Africa,,2021-03-28,3608823
Africa,,2021-03-29,3743032
Africa,,2021-03-30,3870507
Africa,,2021-03-31,3995046
Africa,,2021-04-01,4097534
Africa,,2021-04-02,4174315
Africa,,2021-04-03,4226010
Africa,,2021-04-04,4226286
Africa,,2021-04-05,4285887
Africa,,2021-04-06,4333471
Africa,,2021-04-07,4399275
Africa,,2021-04-08,4443029
Africa,,2021-04-09,4477590
Africa,,2021-04-10,4516913
Africa,,2021-04-11,4531216
Africa,,2021-04-12,4533116
Africa,,2021-04-13,4545961
Africa,,2021-04-14,4558689
Africa,,2021-04-15,4587573
Africa,,2021-04-16,4600849
Africa,,2021-04-17,4607980
Africa,,2021-04-18,4630260
Africa,,2021-04-19,4648621
Africa,,2021-04-20,4663905
Africa,,2021-04-21,4680083
Africa,,2021-04-22,4698260
Africa,,2021-04-23,4719014
Africa,,2021-04-24,4728169
Africa,,2021-04-25,4741207
Africa,,2021-04-26,4756186
Africa,,2021-04-27,4783220
Africa,,2021-04-28,4828426
Africa,,2021-04-29,4851782
Africa,,2021-04-30,4882637
Africa,,2021-05-01,4895872
Africa,,2021-05-02,4904403
Africa,,2021-05-03,4946664
Africa,,2021-05-04,5027171
Africa,,2021-05-05,5077866
Africa,,2021-05-06,5103761
Africa,,2021-05-07,5162761
Africa,,2021-05-08,5211644
Africa,,2021-05-09,5464603
Africa,,2021-05-10,5503287
Africa,,2021-05-11,5540571
Albania,ALB,2021-02-02,1
Albania,ALB,2021-02-09,438
Albania,ALB,2021-02-17,611
Albania,ALB,2021-02-18,611
Albania,ALB,2021-02-22,655
Andorra,AND,2021-03-08,1172
Andorra,AND,2021-03-10,1264
Andorra,AND,2021-03-15,1265
Andorra,AND,2021-04-05,4484
Andorra,AND,2021-04-19,4681
Andorra,AND,2021-04-26,4681
Andorra,AND,2021-05-03,4699
Anguilla,AIA,2021-04-22,783
Argentina,ARG,2021-01-20,4394
Argentina,ARG,2021-01-21,16352
Argentina,ARG,2021-01-22,25146
Argentina,ARG,2021-01-23,29188
Argentina,ARG,2021-01-24,31987
Argentina,ARG,2021-01-25,32264
Argentina,ARG,2021-01-26,38911
Argentina,ARG,2021-01-27,45710
Argentina,ARG,2021-01-28,51451
Argentina,ARG,2021-01-29,65583
Argentina,ARG,2021-01-30,85361
Argentina,ARG,2021-02-01,94274
Argentina,ARG,2021-02-03,112366
Argentina,ARG,2021-02-04,146301
Argentina,ARG,2021-02-06,163882
Argentina,ARG,2021-02-07,181836
Argentina,ARG,2021-02-08,189264
Argentina,ARG,2021-02-09,190203
Argentina,ARG,2021-02-10,197531
Argentina,ARG,2021-02-11,210279
Argentina,ARG,2021-02-12,223609
Argentina,ARG,2021-02-13,234616
Argentina,ARG,2021-02-14,237483
Argentina,ARG,2021-02-15,237610
Argentina,ARG,2021-02-16,237916
Argentina,ARG,2021-02-17,238320
Argentina,ARG,2021-02-18,243184
Argentina,ARG,2021-02-19,253696
Argentina,ARG,2021-02-20,261534
Argentina,ARG,2021-02-21,263338
Argentina,ARG,2021-02-22,263412
Argentina,ARG,2021-02-23,264926
Argentina,ARG,2021-02-24,267061
Argentina,ARG,2021-02-25,271001
Argentina,ARG,2021-02-26,283280
Argentina,ARG,2021-02-27,290425
Argentina,ARG,2021-02-28,293432
Argentina,ARG,2021-03-01,293957
Argentina,ARG,2021-03-02,302662
Argentina,ARG,2021-03-03,306376
Argentina,ARG,2021-03-04,310766
Argentina,ARG,2021-03-05,327092
Argentina,ARG,2021-03-07,343204
Argentina,ARG,2021-03-08,343701
Argentina,ARG,2021-03-09,347170
Argentina,ARG,2021-03-10,349454
Argentina,ARG,2021-03-11,354519
Argentina,ARG,2021-03-12,378662
Argentina,ARG,2021-03-13,418625
Argentina,ARG,2021-03-14,448733
Argentina,ARG,2021-03-15,451311
Argentina,ARG,2021-03-16,476833
Argentina,ARG,2021-03-17,497987
Argentina,ARG,2021-03-18,515904
Argentina,ARG,2021-03-19,556505
Argentina,ARG,2021-03-20,591438
Argentina,ARG,2021-03-21,605348
Argentina,ARG,2021-03-22,607390
Argentina,ARG,2021-03-23,621981
Argentina,ARG,2021-03-24,634479
Argentina,ARG,2021-03-25,635579
Argentina,ARG,2021-03-26,650071
Argentina,ARG,2021-03-27,661528
Argentina,ARG,2021-03-28,665440
Argentina,ARG,2021-03-29,665886
Argentina,ARG,2021-03-30,670936
Argentina,ARG,2021-03-31,677394
Argentina,ARG,2021-04-01,680590
Argentina,ARG,2021-04-02,682868
Argentina,ARG,2021-04-03,683771
Argentina,ARG,2021-04-04,684339
Argentina,ARG,2021-04-05,684385
Argentina,ARG,2021-04-06,692166
Argentina,ARG,2021-04-07,701085
Argentina,ARG,2021-04-08,707060
Argentina,ARG,2021-04-09,711059
Argentina,ARG,2021-04-10,722520
Argentina,ARG,2021-04-11,727186
Argentina,ARG,2021-04-12,728915
Argentina,ARG,2021-04-13,735632
Argentina,ARG,2021-04-14,758247
Argentina,ARG,2021-04-15,771802
Argentina,ARG,2021-04-16,787412
Argentina,ARG,2021-04-17,794878
Argentina,ARG,2021-04-18,799494
Argentina,ARG,2021-04-19,800329
Argentina,ARG,2021-04-20,812730
Argentina,ARG,2021-04-21,827961
Argentina,ARG,2021-04-22,842206
Argentina,ARG,2021-04-23,852040
Argentina,ARG,2021-04-24,867444
Argentina,ARG,2021-04-25,871100
Argentina,ARG,2021-04-26,872745
Argentina,ARG,2021-04-27,879078
Argentina,ARG,2021-04-28,885247
Argentina,ARG,2021-04-29,908441
Argentina,ARG,2021-04-30,938563
Argentina,ARG,2021-05-01,968478
Argentina,ARG,2021-05-02,972410
Argentina,ARG,2021-05-03,988021
Argentina,ARG,2021-05-04,1047718
Argentina,ARG,2021-05-05,1130337
Argentina,ARG,2021-05-06,1191546
Argentina,ARG,2021-05-07,1265305
Argentina,ARG,2021-05-08,1341095
Argentina,ARG,2021-05-09,1393720
Argentina,ARG,2021-05-10,1404487
Argentina,ARG,2021-05-11,1446219
Aruba,ABW,2021-03-29,10166
Aruba,ABW,2021-04-10,11899
Aruba,ABW,2021-04-12,11934
Aruba,ABW,2021-04-13,12025
Aruba,ABW,2021-04-14,12142
Aruba,ABW,2021-04-15,12565
Aruba,ABW,2021-04-16,12994
Aruba,ABW,2021-04-17,13812
Aruba,ABW,2021-04-18,13814
Aruba,ABW,2021-04-19,14912
Aruba,ABW,2021-04-20,16434
Aruba,ABW,2021-04-21,17921
Aruba,ABW,2021-04-22,19191
Aruba,ABW,2021-04-23,19889
Aruba,ABW,2021-04-24,19928
Aruba,ABW,2021-04-25,19942
Aruba,ABW,2021-04-26,20116
Aruba,ABW,2021-04-28,20855
Aruba,ABW,2021-04-29,21751
Aruba,ABW,2021-04-30,22559
Aruba,ABW,2021-05-03,23114
Aruba,ABW,2021-05-04,23804
Aruba,ABW,2021-05-05,24143
Aruba,ABW,2021-05-06,24182
Aruba,ABW,2021-05-07,24633
Aruba,ABW,2021-05-08,24955
Aruba,ABW,2021-05-10,25607
Aruba,ABW,2021-05-11,26589
Asia,,2021-01-04,2
Asia,,2021-01-05,2
Asia,,2021-01-06,2
Asia,,2021-01-07,5
Asia,,2021-01-08,8
Asia,,2021-01-09,30
Asia,,2021-01-10,256002
Asia,,2021-01-11,275236
Asia,,2021-01-12,310873
Asia,,2021-01-13,367684
Asia,,2021-01-14,436429
Asia,,2021-01-15,472309
Asia,,2021-01-16,498284
Asia,,2021-01-17,583401
Asia,,2021-01-18,704906
Asia,,2021-01-19,843699
Asia,,2021-01-20,988573
Asia,,2021-01-21,1152487
Asia,,2021-01-22,1223395
Asia,,2021-01-23,1277993
Asia,,2021-01-24,1420396
Asia,,2021-01-25,1561390
Asia,,2021-01-26,1689027
Asia,,2021-01-27,1814617
Asia,,2021-01-28,1950353
Asia,,2021-01-29,2020776
Asia,,2021-01-30,2072958
Asia,,2021-01-31,2134026
Asia,,2021-02-01,2182086
Asia,,2021-02-02,2235541
Asia,,2021-02-03,2306420
Asia,,2021-02-04,2389258
Asia,,2021-02-05,2442079
Asia,,2021-02-06,2480695
Asia,,2021-02-07,2551145
Asia,,2021-02-08,2648476
Asia,,2021-02-09,2765919
Asia,,2021-02-10,2895647
Asia,,2021-02-11,3033511
Asia,,2021-02-12,3407447
Asia,,2021-02-13,3635697
Asia,,2021-02-14,3746681
Asia,,2021-02-15,4092594
Asia,,2021-02-16,4422381
Asia,,2021-02-17,4783660
Asia,,2021-02-18,5237401
Asia,,2021-02-19,5676997
Asia,,2021-02-20,5985134
Asia,,2021-02-21,6173584
Asia,,2021-02-22,6483814
Asia,,2021-02-23,8839444
Asia,,2021-02-24,9184543
Asia,,2021-02-25,9786471
Asia,,2021-02-26,10329871
Asia,,2021-02-27,10823760
Asia,,2021-02-28,10915644
Asia,,2021-03-01,11339372
Asia,,2021-03-02,11731204
Asia,,2021-03-03,12136739
Asia,,2021-03-04,12685708
Asia,,2021-03-05,13139054
Asia,,2021-03-06,13682380
Asia,,2021-03-07,13805726
Asia,,2021-03-08,14235957
Asia,,2021-03-09,14732087
Asia,,2021-03-10,15295153
Asia,,2021-03-11,15568652
Asia,,2021-03-12,16269058
Asia,,2021-03-13,16855705
Asia,,2021-03-14,17026211
Asia,,2021-03-15,17953882
Asia,,2021-03-16,18927116
Asia,,2021-03-17,19918197
Asia,,2021-03-18,20746950
Asia,,2021-03-19,21782968
Asia,,2021-03-20,22332016
Asia,,2021-03-21,22450040
Asia,,2021-03-22,23315757
Asia,,2021-03-23,24341664
Asia,,2021-03-24,24970854
Asia,,2021-03-25,25598723
Asia,,2021-03-26,26282506
Asia,,2021-03-27,26607414
Asia,,2021-03-28,26778568
Asia,,2021-03-29,27123272
Asia,,2021-03-30,27572143
Asia,,2021-03-31,28476122
Asia,,2021-04-01,29481170
Asia,,2021-04-02,29990799
Asia,,2021-04-03,30537961
Asia,,2021-04-04,30960077
Asia,,2021-04-05,31592873
Asia,,2021-04-06,32645344
Asia,,2021-04-07,33222651
Asia,,2021-04-08,34304146
Asia,,2021-04-09,34980561
Asia,,2021-04-10,36095911
Asia,,2021-04-11,36656619
Asia,,2021-04-12,37798553
Asia,,2021-04-13,38470093
Asia,,2021-04-14,39301300
Asia,,2021-04-15,40561842
Asia,,2021-04-16,41317539
Asia,,2021-04-17,42233710
Asia,,2021-04-18,43379482
Asia,,2021-04-19,44795291
Asia,,2021-04-20,47062715
Asia,,2021-04-21,47982312
Asia,,2021-04-22,49878023
Asia,,2021-04-23,50257332
Asia,,2021-04-24,50599048
Asia,,2021-04-25,53247896
Asia,,2021-04-26,55146477
Asia,,2021-04-27,57117556
Asia,,2021-04-28,58955941
Asia,,2021-04-29,61460156
Asia,,2021-04-30,63108870
Asia,,2021-05-01,64008294
Asia,,2021-05-02,64617213
Asia,,2021-05-03,65944982
Asia,,2021-05-04,67708581
Asia,,2021-05-05,69516297
Asia,,2021-05-06,71869722
Asia,,2021-05-07,74269883
Asia,,2021-05-08,75838028
Asia,,2021-05-09,76682703
Asia,,2021-05-10,78946530
Asia,,2021-05-11,82325542
Austria,AUT,2021-01-15,1
Austria,AUT,2021-01-16,11
Austria,AUT,2021-01-17,371
Austria,AUT,2021-01-18,1253
Austria,AUT,2021-01-19,2704
Austria,AUT,2021-01-20,3999
Austria,AUT,2021-01-21,4163
Austria,AUT,2021-01-22,4746
Austria,AUT,2021-01-23,4747
Austria,AUT,2021-01-24,4750
Austria,AUT,2021-01-25,4860
Austria,AUT,2021-01-26,5759
Austria,AUT,2021-01-27,6280
Austria,AUT,2021-01-28,8917
Austria,AUT,2021-01-29,18579
Austria,AUT,2021-01-30,20942
Austria,AUT,2021-01-31,21943
Austria,AUT,2021-02-01,25059
Austria,AUT,2021-02-02,39301
Austria,AUT,2021-02-03,54015
Austria,AUT,2021-02-04,71415
Austria,AUT,2021-02-05,88470
Austria,AUT,2021-02-06,94760
Austria,AUT,2021-02-07,99160
Austria,AUT,2021-02-08,106810
Austria,AUT,2021-02-09,123288
Austria,AUT,2021-02-10,141421
Austria,AUT,2021-02-11,160533
Austria,AUT,2021-02-12,178729
Austria,AUT,2021-02-13,183830
Austria,AUT,2021-02-14,185393
Austria,AUT,2021-02-15,188591
Austria,AUT,2021-02-16,196218
Austria,AUT,2021-02-17,205805
Austria,AUT,2021-02-18,213894
Austria,AUT,2021-02-19,222305
Austria,AUT,2021-02-20,224004
Austria,AUT,2021-02-21,224374
Austria,AUT,2021-02-22,226207
Austria,AUT,2021-02-23,230647
Austria,AUT,2021-02-24,234090
Austria,AUT,2021-02-25,237685
Austria,AUT,2021-02-26,242451
Austria,AUT,2021-02-27,244406
Austria,AUT,2021-02-28,244850
Austria,AUT,2021-03-01,245700
Austria,AUT,2021-03-02,248033
Austria,AUT,2021-03-03,250376
Austria,AUT,2021-03-04,253137
Austria,AUT,2021-03-05,256099
Austria,AUT,2021-03-06,258589
Austria,AUT,2021-03-07,259243
Austria,AUT,2021-03-08,260628
Austria,AUT,2021-03-09,264145
Austria,AUT,2021-03-10,268634
Austria,AUT,2021-03-11,274022
Austria,AUT,2021-03-12,279405
Austria,AUT,2021-03-13,285135
Austria,AUT,2021-03-14,289348
Austria,AUT,2021-03-15,291608
Austria,AUT,2021-03-16,297937
Austria,AUT,2021-03-17,306026
Austria,AUT,2021-03-18,314074
Austria,AUT,2021-03-19,322668
Austria,AUT,2021-03-20,332237
Austria,AUT,2021-03-21,336109
Austria,AUT,2021-03-22,338613
Austria,AUT,2021-03-23,355050
Austria,AUT,2021-03-24,372879
Austria,AUT,2021-03-25,389231
Austria,AUT,2021-03-26,407753
Austria,AUT,2021-03-27,422331
Austria,AUT,2021-03-28,427006
Austria,AUT,2021-03-29,432503
Austria,AUT,2021-03-30,444176
Austria,AUT,2021-03-31,457157
Austria,AUT,2021-04-01,476162
Austria,AUT,2021-04-02,495179
Austria,AUT,2021-04-03,504140
Austria,AUT,2021-04-04,505892
Austria,AUT,2021-04-05,510654
Austria,AUT,2021-04-06,522536
Austria,AUT,2021-04-07,538559
Austria,AUT,2021-04-08,564039
Austria,AUT,2021-04-09,596844
Austria,AUT,2021-04-10,625507
Austria,AUT,2021-04-11,641068
Austria,AUT,2021-04-12,647959
Austria,AUT,2021-04-13,659441
Austria,AUT,2021-04-14,672774
Austria,AUT,2021-04-15,691497
Austria,AUT,2021-04-16,709763
Austria,AUT,2021-04-17,730963
Austria,AUT,2021-04-18,735241
Austria,AUT,2021-04-19,740866
Austria,AUT,2021-04-20,753296
Austria,AUT,2021-04-21,763888
Austria,AUT,2021-04-22,774321
Austria,AUT,2021-04-23,785467
Austria,AUT,2021-04-24,791242
Austria,AUT,2021-04-25,793030
Austria,AUT,2021-04-26,796455
Austria,AUT,2021-04-27,807551
Austria,AUT,2021-04-28,821607
Austria,AUT,2021-04-29,836267
Austria,AUT,2021-04-30,849755
Austria,AUT,2021-05-01,857758
Austria,AUT,2021-05-02,859126
Austria,AUT,2021-05-03,871191
Austria,AUT,2021-05-04,892754
Austria,AUT,2021-05-05,910366
Austria,AUT,2021-05-06,930159
Austria,AUT,2021-05-07,952082
Austria,AUT,2021-05-08,971069
Austria,AUT,2021-05-09,977100
Austria,AUT,2021-05-10,987115
Austria,AUT,2021-05-11,1001839
Azerbaijan,AZE,2021-04-01,297878
Azerbaijan,AZE,2021-04-02,319039
Azerbaijan,AZE,2021-04-03,342350
Azerbaijan,AZE,2021-04-04,356831
Azerbaijan,AZE,2021-04-05,356935
Azerbaijan,AZE,2021-04-06,370820
Azerbaijan,AZE,2021-04-07,386327
Azerbaijan,AZE,2021-04-08,396985
Azerbaijan,AZE,2021-04-09,405289
Azerbaijan,AZE,2021-04-10,414230
Azerbaijan,AZE,2021-04-11,418812
Azerbaijan,AZE,2021-04-12,418898
Azerbaijan,AZE,2021-04-13,425097
Azerbaijan,AZE,2021-04-14,429778
Azerbaijan,AZE,2021-04-15,434487
Azerbaijan,AZE,2021-04-16,439985
Azerbaijan,AZE,2021-04-17,445678
Azerbaijan,AZE,2021-04-18,448145
Azerbaijan,AZE,2021-04-19,448148
Azerbaijan,AZE,2021-04-20,452997
Azerbaijan,AZE,2021-04-21,458218
Azerbaijan,AZE,2021-04-22,464090
Azerbaijan,AZE,2021-04-23,470315
Azerbaijan,AZE,2021-04-24,477575
Azerbaijan,AZE,2021-04-25,484197
Azerbaijan,AZE,2021-04-26,484200
Azerbaijan,AZE,2021-04-27,493409
Azerbaijan,AZE,2021-04-28,502569
Azerbaijan,AZE,2021-04-29,511775
Azerbaijan,AZE,2021-04-30,522086
Azerbaijan,AZE,2021-05-01,533683
Azerbaijan,AZE,2021-05-02,541715
Azerbaijan,AZE,2021-05-04,556323
Azerbaijan,AZE,2021-05-05,578144
Azerbaijan,AZE,2021-05-06,601631
Azerbaijan,AZE,2021-05-07,630516
Azerbaijan,AZE,2021-05-08,659804
Azerbaijan,AZE,2021-05-09,681719
Azerbaijan,AZE,2021-05-10,681863
Azerbaijan,AZE,2021-05-11,696419
Bahrain,BHR,2021-03-06,199374
Bahrain,BHR,2021-03-07,201442
Bahrain,BHR,2021-03-08,202679
Bahrain,BHR,2021-03-09,203915
Bahrain,BHR,2021-03-10,206072
Bahrain,BHR,2021-03-11,208325
Bahrain,BHR,2021-03-12,210225
Bahrain,BHR,2021-03-13,212117
Bahrain,BHR,2021-03-14,214181
Bahrain,BHR,2021-03-15,216826
Bahrain,BHR,2021-03-16,219298
Bahrain,BHR,2021-03-17,222573
Bahrain,BHR,2021-03-18,227520
Bahrain,BHR,2021-03-19,230395
Bahrain,BHR,2021-03-20,232782
Bahrain,BHR,2021-03-21,235872
Bahrain,BHR,2021-03-22,238915
Bahrain,BHR,2021-03-23,240648
Bahrain,BHR,2021-03-24,242128
Bahrain,BHR,2021-03-25,243940
Bahrain,BHR,2021-03-26,245481
Bahrain,BHR,2021-03-27,245907
Bahrain,BHR,2021-03-28,248077
Bahrain,BHR,2021-03-29,250516
Bahrain,BHR,2021-03-30,253008
Bahrain,BHR,2021-03-31,255440
Bahrain,BHR,2021-04-01,257593
Bahrain,BHR,2021-04-02,259575
Bahrain,BHR,2021-04-03,270585
Bahrain,BHR,2021-04-04,286964
Bahrain,BHR,2021-04-05,302432
Bahrain,BHR,2021-04-06,316370
Bahrain,BHR,2021-04-07,333285
Bahrain,BHR,2021-04-08,348791
Bahrain,BHR,2021-04-09,361924
Bahrain,BHR,2021-04-10,376815
Bahrain,BHR,2021-04-11,391300
Bahrain,BHR,2021-04-12,405090
Bahrain,BHR,2021-04-13,415799
Bahrain,BHR,2021-04-14,430661
Bahrain,BHR,2021-04-15,445862
Bahrain,BHR,2021-04-16,456184
Bahrain,BHR,2021-04-17,463289
Bahrain,BHR,2021-04-18,474844
Bahrain,BHR,2021-04-19,484518
Bahrain,BHR,2021-04-20,491472
Bahrain,BHR,2021-04-21,499930
Bahrain,BHR,2021-04-22,507061
Bahrain,BHR,2021-04-23,509887
Bahrain,BHR,2021-04-24,516480
Bahrain,BHR,2021-04-25,520745
Bahrain,BHR,2021-04-26,525060
Bahrain,BHR,2021-04-27,529818
Bahrain,BHR,2021-04-28,534673
Bahrain,BHR,2021-04-29,538822
Bahrain,BHR,2021-04-30,541747
Bahrain,BHR,2021-05-01,544317
Bahrain,BHR,2021-05-02,547063
Bahrain,BHR,2021-05-03,550659
Bahrain,BHR,2021-05-04,554364
Bahrain,BHR,2021-05-05,558531
Bahrain,BHR,2021-05-06,562453
Bahrain,BHR,2021-05-07,566168
Bahrain,BHR,2021-05-08,570362
Bahrain,BHR,2021-05-09,578786
Bahrain,BHR,2021-05-10,588730
Bahrain,BHR,2021-05-11,602390
Bangladesh,BGD,2021-04-08,81323
Bangladesh,BGD,2021-04-10,218026
Bangladesh,BGD,2021-04-11,383717
Bangladesh,BGD,2021-04-12,522596
Bangladesh,BGD,2021-04-15,930151
Bangladesh,BGD,2021-04-18,1366609
Bangladesh,BGD,2021-04-20,1678189
Bangladesh,BGD,2021-04-22,1967975
Bangladesh,BGD,2021-04-24,2155296
Bangladesh,BGD,2021-04-25,2326866
Bangladesh,BGD,2021-04-26,2458223
Bangladesh,BGD,2021-04-27,2579084
Bangladesh,BGD,2021-04-28,2698155
Bangladesh,BGD,2021-04-29,2805694
Bangladesh,BGD,2021-05-02,2936241
Bangladesh,BGD,2021-05-03,3023169
Bangladesh,BGD,2021-05-04,3106709
Bangladesh,BGD,2021-05-05,3210509
Bangladesh,BGD,2021-05-06,3313424
Bangladesh,BGD,2021-05-08,3401531
Bangladesh,BGD,2021-05-09,3496186
Belarus,BLR,2021-03-12,10000
Belarus,BLR,2021-03-26,26100
Belarus,BLR,2021-04-09,26100
Belarus,BLR,2021-04-23,84500
Belgium,BEL,2020-12-29,1
Belgium,BEL,2020-12-30,2
Belgium,BEL,2020-12-31,2
Belgium,BEL,2021-01-01,2
Belgium,BEL,2021-01-02,3
Belgium,BEL,2021-01-04,3
Belgium,BEL,2021-01-05,3
Belgium,BEL,2021-01-06,4
Belgium,BEL,2021-01-07,5
Belgium,BEL,2021-01-08,6
Belgium,BEL,2021-01-09,6
Belgium,BEL,2021-01-10,6
Belgium,BEL,2021-01-11,6
Belgium,BEL,2021-01-12,6
Belgium,BEL,2021-01-13,8
Belgium,BEL,2021-01-14,8
Belgium,BEL,2021-01-15,9
Belgium,BEL,2021-01-16,11
Belgium,BEL,2021-01-17,11
Belgium,BEL,2021-01-18,120
Belgium,BEL,2021-01-19,305
Belgium,BEL,2021-01-20,731
Belgium,BEL,2021-01-21,745
Belgium,BEL,2021-01-22,806
Belgium,BEL,2021-01-23,824
Belgium,BEL,2021-01-24,824
Belgium,BEL,2021-01-25,828
Belgium,BEL,2021-01-26,2544
Belgium,BEL,2021-01-27,5981
Belgium,BEL,2021-01-28,13484
Belgium,BEL,2021-01-29,22442
Belgium,BEL,2021-01-30,25324
Belgium,BEL,2021-01-31,25652
Belgium,BEL,2021-02-01,29412
Belgium,BEL,2021-02-02,43178
Belgium,BEL,2021-02-03,63812
Belgium,BEL,2021-02-04,87705
Belgium,BEL,2021-02-05,110347
Belgium,BEL,2021-02-06,115590
Belgium,BEL,2021-02-07,118653
Belgium,BEL,2021-02-08,126390
Belgium,BEL,2021-02-09,145923
Belgium,BEL,2021-02-10,164699
Belgium,BEL,2021-02-11,192798
Belgium,BEL,2021-02-12,220656
Belgium,BEL,2021-02-13,228698
Belgium,BEL,2021-02-14,230541
Belgium,BEL,2021-02-15,242114
Belgium,BEL,2021-02-16,252560
Belgium,BEL,2021-02-17,265138
Belgium,BEL,2021-02-18,281977
Belgium,BEL,2021-02-19,294913
Belgium,BEL,2021-02-20,296488
Belgium,BEL,2021-02-21,296751
Belgium,BEL,2021-02-22,299565
Belgium,BEL,2021-02-23,307264
Belgium,BEL,2021-02-24,315458
Belgium,BEL,2021-02-25,324320
Belgium,BEL,2021-02-26,331013
Belgium,BEL,2021-02-27,331782
Belgium,BEL,2021-02-28,332028
Belgium,BEL,2021-03-01,334732
Belgium,BEL,2021-03-02,341495
Belgium,BEL,2021-03-03,347477
Belgium,BEL,2021-03-04,355884
Belgium,BEL,2021-03-05,362250
Belgium,BEL,2021-03-06,362843
Belgium,BEL,2021-03-07,363020
Belgium,BEL,2021-03-08,364980
Belgium,BEL,2021-03-09,372004
Belgium,BEL,2021-03-10,380999
Belgium,BEL,2021-03-11,390885
Belgium,BEL,2021-03-12,404095
Belgium,BEL,2021-03-13,406148
Belgium,BEL,2021-03-14,407420
Belgium,BEL,2021-03-15,412039
Belgium,BEL,2021-03-16,416173
Belgium,BEL,2021-03-17,424884
Belgium,BEL,2021-03-18,441407
Belgium,BEL,2021-03-19,459994
Belgium,BEL,2021-03-20,461341
Belgium,BEL,2021-03-21,461852
Belgium,BEL,2021-03-22,466970
Belgium,BEL,2021-03-23,472523
Belgium,BEL,2021-03-24,482931
Belgium,BEL,2021-03-25,502455
Belgium,BEL,2021-03-26,521103
Belgium,BEL,2021-03-27,524837
Belgium,BEL,2021-03-28,525782
Belgium,BEL,2021-03-29,530976
Belgium,BEL,2021-03-30,536542
Belgium,BEL,2021-03-31,547661
Belgium,BEL,2021-04-01,572240
Belgium,BEL,2021-04-02,590171
Belgium,BEL,2021-04-03,591542
Belgium,BEL,2021-04-04,591607
Belgium,BEL,2021-04-05,594238
Belgium,BEL,2021-04-06,603327
Belgium,BEL,2021-04-07,613038
Belgium,BEL,2021-04-08,629306
Belgium,BEL,2021-04-09,643985
Belgium,BEL,2021-04-10,647940
Belgium,BEL,2021-04-11,648251
Belgium,BEL,2021-04-12,657198
Belgium,BEL,2021-04-13,665438
Belgium,BEL,2021-04-14,690009
Belgium,BEL,2021-04-15,716535
Belgium,BEL,2021-04-16,733774
Belgium,BEL,2021-04-17,739524
Belgium,BEL,2021-04-18,739591
Belgium,BEL,2021-04-19,743684
Belgium,BEL,2021-04-20,746705
Belgium,BEL,2021-04-21,751131
Belgium,BEL,2021-04-22,756903
Belgium,BEL,2021-04-23,763746
Belgium,BEL,2021-04-24,765421
Belgium,BEL,2021-04-25,765436
Belgium,BEL,2021-04-26,772149
Belgium,BEL,2021-04-27,786556
Belgium,BEL,2021-04-28,801626
Belgium,BEL,2021-04-29,821017
Belgium,BEL,2021-04-30,843248
Belgium,BEL,2021-05-01,851210
Belgium,BEL,2021-05-02,851305
Belgium,BEL,2021-05-03,866219
Belgium,BEL,2021-05-04,884805
Belgium,BEL,2021-05-05,958485
Belgium,BEL,2021-05-06,1034564
Belgium,BEL,2021-05-07,1092013
Belgium,BEL,2021-05-08,1103007
Belgium,BEL,2021-05-09,1103103
Belgium,BEL,2021-05-10,1108220
Belgium,BEL,2021-05-11,1116292
Bermuda,BMU,2021-02-06,1591
Bermuda,BMU,2021-02-09,1600
Bermuda,BMU,2021-02-22,4769
Bermuda,BMU,2021-02-27,7046
Bermuda,BMU,2021-03-03,8645
Bermuda,BMU,2021-03-10,10332
Bermuda,BMU,2021-03-15,11674
Bermuda,BMU,2021-03-22,13155
Bermuda,BMU,2021-03-27,15371
Bermuda,BMU,2021-04-04,17361
Bermuda,BMU,2021-04-10,19980
Bermuda,BMU,2021-04-19,22243
Bermuda,BMU,2021-04-26,23775
